Ticker,Sector,Share_Price,Lot_Size,Lot_Cost,Annual_Lot_Dividend,Dividend_Yield
JJY,Consumer Cyclical,127.47,100,12747.0,197.71,1.551
HYOT,Consumer Cyclical,52.82,100,5282.0,43.09,0.8158
DVF,Technology,222.21,100,22221.0,338.63,1.5239
VY,Industrials,81.07,100,8107.0,174.03,2.1467
HOE,Basic Materials,194.06,100,19406.0,534.56,2.7546
JKT,Industrials,228.33,100,22833.0,495.87,2.1717
OQNMA,Basic Materials,42.39,100,4239.0,121.06,2.856
JTYIS,Basic Materials,65.94,100,6594.0,199.57,3.0266
XNSJZ,Industrials,239.93,100,23993.0,651.26,2.7144
LXWIG,Healthcare,356.25,100,35625.0,652.3,1.831
BUFZ,Financials,107.74,100,10774.0,202.15,1.8763
TCHT,Technology,222.61,100,22261.0,407.24,1.8294
NICY,Financials,184.43,100,18443.0,630.8,3.4203
HOT,Communication Services,34.02,100,3402.0,48.01,1.4112
XCCF,Financials,145.09,100,14509.0,476.22,3.2822
SUM,Financials,175.28,100,17528.0,468.79,2.6745
JHQDE,Healthcare,94.54,100,9454.0,107.79,1.1402
SROLU,Energy,41.5,100,4150.0,210.7,5.0771
ISQA,Communication Services,117.01,100,11701.0,336.55,2.8763
VDA,Communication Services,201.08,100,20108.0,315.75,1.5703
NAEJ,Technology,158.86,100,15886.0,270.82,1.7048
FQBY,Technology,313.31,100,31331.0,95.72,0.3055
ZIVT,Communication Services,284.69,100,28469.0,143.62,0.5045
ASPP,Financials,152.03,100,15203.0,520.41,3.4231
NNJ,Real Estate,38.35,100,3835.0,256.85,6.6976
ZCY,Technology,383.84,100,38384.0,477.47,1.2439
QVDM,Consumer Cyclical,181.23,100,18123.0,449.09,2.478
ZIZE,Basic Materials,166.62,100,16662.0,612.18,3.6741
SDY,Industrials,247.85,100,24785.0,626.19,2.5265
FHH,Technology,82.23,100,8223.0,103.14,1.2543
SD,Technology,144.08,100,14408.0,127.29,0.8835
AIJ,Consumer Defensive,141.64,100,14164.0,628.81,4.4395
DKJS,Financials,85.66,100,8566.0,311.14,3.6322
TCWB,Technology,347.22,100,34722.0,587.12,1.6909
TXN,Technology,318.05,100,31805.0,345.89,1.0875
YVV,Utilities,34.67,100,3467.0,110.04,3.174
OGFU,Utilities,91.74,100,9174.0,275.34,3.0013
BOS,Basic Materials,193.1,100,19310.0,691.25,3.5798
JLGM,Technology,200.46,100,20046.0,87.9,0.4385
VOSZO,Technology,90.19,100,9019.0,197.26,2.1871
PKW,Consumer Defensive,109.97,100,10997.0,453.14,4.1205
LSGD,Communication Services,252.5,100,25250.0,658.52,2.608
VBQ,Healthcare,238.23,100,23823.0,764.95,3.211
DIZI,Consumer Cyclical,52.98,100,5298.0,61.74,1.1653
NQS,Technology,318.86,100,31886.0,624.07,1.9572
MIIK,Technology,328.5,100,32850.0,316.8,0.9644
WOVXW,Basic Materials,109.63,100,10963.0,336.72,3.0715
BGNOD,Healthcare,114.75,100,11475.0,188.36,1.6415
UJERB,Utilities,88.71,100,8871.0,346.08,3.9013
FJXJE,Financials,97.26,100,9726.0,277.12,2.8493
MQH,Utilities,82.04,100,8204.0,250.84,3.0575
PI,Healthcare,395.63,100,39563.0,568.42,1.4367
AUP,Communication Services,193.75,100,19375.0,103.58,0.5346
SVP,Communication Services,286.36,100,28636.0,731.77,2.5554
ESC,Utilities,32.8,100,3280.0,157.18,4.7921
AQGHK,Technology,90.94,100,9094.0,95.24,1.0473
RMPZ,Utilities,92.11,100,9211.0,499.31,5.4208
KIE,Consumer Cyclical,151.12,100,15112.0,255.39,1.69
XTH,Technology,327.81,100,32781.0,573.45,1.7493
SVVY,Energy,166.4,100,16640.0,895.23,5.38
YOX,Consumer Cyclical,327.58,100,32758.0,214.41,0.6545
MIUP,Technology,186.65,100,18665.0,265.66,1.4233
VDX,Financials,181.01,100,18101.0,802.18,4.4317
MDS,Industrials,61.44,100,6144.0,206.12,3.3549
ZZH,Technology,101.64,100,10164.0,250.78,2.4673
GOEMM,Technology,274.54,100,27454.0,436.13,1.5886
UCEO,Energy,65.22,100,6522.0,189.73,2.9091
SGZEJ,Technology,269.94,100,26994.0,601.96,2.23
RTA,Financials,94.0,100,9400.0,444.56,4.7294
JBRJ,Healthcare,78.69,100,7869.0,171.44,2.1787
OSE,Communication Services,223.72,100,22372.0,659.56,2.9482
QDFEF,Basic Materials,117.77,100,11777.0,161.88,1.3746
TDYJO,Technology,320.69,100,32069.0,345.92,1.0787
NKJ,Real Estate,148.69,100,14869.0,819.82,5.5136
THZI,Healthcare,105.27,100,10527.0,250.58,2.3804
DHL,Consumer Defensive,89.7,100,8970.0,347.56,3.8747
DXZ,Healthcare,298.14,100,29814.0,560.48,1.8799
ARN,Communication Services,273.46,100,27346.0,952.25,3.4822
VSS,Industrials,85.96,100,8596.0,113.46,1.3199
CWA,Technology,286.38,100,28638.0,606.92,2.1193
JBSIF,Consumer Defensive,91.04,100,9104.0,284.15,3.1212
LHVF,Technology,125.25,100,12525.0,296.04,2.3636
WFQQL,Technology,371.46,100,37146.0,387.21,1.0424
MHG,Industrials,116.6,100,11660.0,168.06,1.4413
FEMH,Technology,95.75,100,9575.0,130.39,1.3618
FZTM,Healthcare,175.88,100,17588.0,169.49,0.9637
VCV,Financials,112.11,100,11211.0,189.92,1.6941
FZHH,Industrials,183.63,100,18363.0,235.9,1.2847
FFA,Basic Materials,189.76,100,18976.0,190.96,1.0063
ZRCZU,Consumer Cyclical,65.51,100,6551.0,88.46,1.3503
DMAKK,Basic Materials,152.14,100,15214.0,354.03,2.327
YJSQ,Healthcare,393.76,100,39376.0,479.77,1.2184
EDVS,Technology,406.4,100,40640.0,1009.05,2.4829
CURS,Consumer Cyclical,268.98,100,26898.0,424.19,1.577
ZRK,Industrials,137.25,100,13725.0,201.35,1.467
NVB,Consumer Cyclical,187.6,100,18760.0,181.44,0.9672
YHFC,Real Estate,128.68,100,12868.0,768.29,5.9706
FOUY,Technology,50.73,100,5073.0,44.44,0.8759
AHLB,Financials,123.7,100,12370.0,508.15,4.1079
AFIZ,Consumer Cyclical,312.87,100,31287.0,866.03,2.768
VIS,Communication Services,268.8,100,26880.0,199.79,0.7433
AGN,Financials,184.55,100,18455.0,696.31,3.773
WOXTK,Healthcare,58.43,100,5843.0,157.54,2.6962
FSA,Energy,114.24,100,11424.0,270.68,2.3694
OHL,Communication Services,153.01,100,15301.0,514.21,3.3606
BQXY,Technology,107.98,100,10798.0,101.87,0.9434
HA,Technology,116.25,100,11625.0,76.31,0.6565
ADCI,Technology,132.59,100,13259.0,200.09,1.5091
INB,Utilities,26.78,100,2678.0,130.01,4.8547
CQDT,Communication Services,44.26,100,4426.0,132.03,2.983
VZ,Industrials,257.68,100,25768.0,410.86,1.5944
TJPI,Utilities,110.35,100,11035.0,555.04,5.0298
BKC,Utilities,101.11,100,10111.0,327.97,3.2437
GAQ,Technology,77.41,100,7741.0,173.29,2.2386
TPPOL,Industrials,99.74,100,9974.0,219.87,2.2044
PYF,Healthcare,122.93,100,12293.0,251.9,2.0492
RUV,Industrials,175.07,100,17507.0,532.4,3.0411
BWQYT,Consumer Cyclical,327.54,100,32754.0,223.42,0.6821
EEQ,Communication Services,292.48,100,29248.0,188.05,0.6429
IWZT,Technology,142.96,100,14296.0,190.4,1.3319
TWD,Financials,181.38,100,18138.0,742.85,4.0955
SAI,Technology,346.49,100,34649.0,473.0,1.3651
TPBI,Consumer Defensive,130.96,100,13096.0,364.16,2.7807
QHU,Technology,234.23,100,23423.0,305.63,1.3048
MONQ,Technology,403.67,100,40367.0,591.67,1.4657
XO,Financials,87.16,100,8716.0,387.64,4.4474
KQH,Energy,165.9,100,16590.0,375.36,2.2626
DQD,Communication Services,110.34,100,11034.0,174.25,1.5792
VGBM,Technology,99.02,100,9902.0,185.47,1.8731
YZB,Industrials,107.9,100,10790.0,252.8,2.3429
KGM,Consumer Defensive,207.9,100,20790.0,387.6,1.8643
JAX,Industrials,105.71,100,10571.0,355.57,3.3636
USSN,Consumer Defensive,75.14,100,7514.0,170.31,2.2665
SQD,Technology,337.07,100,33707.0,585.04,1.7357
BSI,Basic Materials,164.79,100,16479.0,616.83,3.7431
SJI,Technology,259.99,100,25999.0,165.07,0.6349
FLJ,Utilities,67.15,100,6715.0,368.65,5.4899
IZA,Communication Services,206.03,100,20603.0,300.2,1.4571
OJDG,Financials,34.43,100,3443.0,124.17,3.6064
TUVM,Industrials,244.4,100,24440.0,701.97,2.8722
ZGH,Financials,141.36,100,14136.0,408.41,2.8891
QLV,Technology,348.18,100,34818.0,625.68,1.797
YCQU,Utilities,57.18,100,5718.0,228.62,3.9983
TFA,Consumer Cyclical,189.5,100,18950.0,206.64,1.0904
OVGRK,Consumer Cyclical,346.03,100,34603.0,275.38,0.7958
GUT,Consumer Cyclical,169.16,100,16916.0,179.61,1.0618
KTX,Healthcare,139.13,100,13913.0,308.16,2.2149
LSC,Utilities,93.06,100,9306.0,235.88,2.5347
DYD,Communication Services,282.05,100,28205.0,923.95,3.2759
SSZZP,Technology,439.8,100,43980.0,635.28,1.4445
JHO,Real Estate,79.85,100,7985.0,488.98,6.1237
OSH,Healthcare,249.03,100,24903.0,862.39,3.463
UCLN,Technology,273.92,100,27392.0,135.73,0.4955
ZVT,Basic Materials,180.26,100,18026.0,556.56,3.0875
GFG,Consumer Defensive,46.12,100,4612.0,108.96,2.3624
ALUW,Technology,295.83,100,29583.0,409.93,1.3857
FKVXL,Industrials,275.0,100,27500.0,509.57,1.853
AXVP,Industrials,137.95,100,13795.0,424.83,3.0796
QVF,Real Estate,47.23,100,4723.0,146.41,3.0999
RZCU,Consumer Defensive,123.67,100,12367.0,500.92,4.0504
VWPM,Basic Materials,32.32,100,3232.0,78.74,2.4364
LBS,Healthcare,226.33,100,22633.0,773.67,3.4183
OYVRE,Basic Materials,57.87,100,5787.0,113.44,1.9603
UOG,Healthcare,187.28,100,18728.0,613.13,3.2739
RNZL,Consumer Cyclical,221.84,100,22184.0,145.48,0.6558
AJSO,Consumer Defensive,243.56,100,24356.0,950.75,3.9036
YNA,Utilities,71.32,100,7132.0,220.83,3.0963
OZXYU,Industrials,240.3,100,24030.0,528.24,2.1982
SDBTH,Healthcare,232.05,100,23205.0,539.07,2.3231
FSQ,Healthcare,301.32,100,30132.0,1025.08,3.402
QBGEO,Financials,128.44,100,12844.0,596.47,4.6439
BGI,Utilities,59.32,100,5932.0,314.96,5.3096
MKBYX,Basic Materials,70.07,100,7007.0,117.67,1.6793
ZNEQ,Communication Services,281.24,100,28124.0,871.8,3.0999
KPIB,Financials,68.31,100,6831.0,134.36,1.9668
XOQY,Healthcare,189.51,100,18951.0,263.86,1.3923
QXEM,Financials,95.32,100,9532.0,308.55,3.237
PRDD,Consumer Cyclical,92.44,100,9244.0,260.85,2.8219
WOJ,Utilities,69.99,100,6999.0,342.25,4.8901
NFCH,Energy,97.76,100,9776.0,556.83,5.6959
BRHP,Basic Materials,175.55,100,17555.0,439.95,2.5061
YLNM,Industrials,110.98,100,11098.0,240.1,2.1634
HFC,Technology,200.37,100,20037.0,335.42,1.674
DDCZ,Financials,70.73,100,7073.0,194.04,2.7433
BJR,Energy,203.74,100,20374.0,1107.42,5.4354
SKS,Technology,154.33,100,15433.0,342.86,2.2216
OASR,Basic Materials,112.78,100,11278.0,429.3,3.8065
GGTVK,Financials,153.41,100,15341.0,602.6,3.9281
GGB,Communication Services,105.74,100,10574.0,207.5,1.9624
ZRY,Consumer Cyclical,220.09,100,22009.0,510.42,2.3191
BG,Technology,136.71,100,13671.0,195.97,1.4334
AED,Financials,61.8,100,6180.0,280.52,4.5392
DXRTJ,Basic Materials,35.12,100,3512.0,45.45,1.2941
SVKR,Consumer Defensive,149.0,100,14900.0,301.66,2.0246
UTC,Consumer Defensive,154.9,100,15490.0,570.15,3.6808
EHEW,Energy,232.45,100,23245.0,498.18,2.1432
SNQ,Technology,191.55,100,19155.0,237.85,1.2417
IJ,Consumer Defensive,128.43,100,12843.0,510.94,3.9783
CKI,Consumer Defensive,148.12,100,14812.0,518.58,3.5011
IEX,Financials,28.58,100,2858.0,97.39,3.4078
NPZ,Financials,124.68,100,12468.0,572.89,4.5949
TMNHD,Healthcare,338.12,100,33812.0,935.38,2.7664
IDY,Real Estate,143.8,100,14380.0,918.79,6.3893
XNS,Consumer Defensive,244.73,100,24473.0,873.87,3.5708
XQN,Industrials,285.9,100,28590.0,308.83,1.0802
GSW,Basic Materials,156.66,100,15666.0,192.06,1.226
XEPQ,Utilities,29.41,100,2941.0,130.35,4.4322
ITAS,Communication Services,87.57,100,8757.0,54.76,0.6254
OIZN,Utilities,73.7,100,7370.0,301.19,4.0867
DFI,Industrials,256.17,100,25617.0,297.13,1.1599
QPJ,Healthcare,99.4,100,9940.0,220.79,2.2212
LPK,Financials,174.31,100,17431.0,817.45,4.6897
QSJF,Utilities,46.87,100,4687.0,174.49,3.7229
OCZD,Real Estate,104.58,100,10458.0,712.89,6.8167
OAF,Real Estate,45.11,100,4511.0,161.82,3.5872
KQUJ,Communication Services,240.53,100,24053.0,539.36,2.2424
EZMD,Industrials,74.8,100,7480.0,241.23,3.225
PZQ,Technology,273.25,100,27325.0,657.78,2.4073
NHRX,Industrials,104.45,100,10445.0,316.66,3.0317
IMAH,Financials,23.65,100,2365.0,73.0,3.0868
YABV,Industrials,131.42,100,13142.0,342.04,2.6026
CMP,Technology,233.9,100,23390.0,516.44,2.208
UEHM,Industrials,213.61,100,21361.0,591.79,2.7704
PZH,Financials,63.78,100,6378.0,297.14,4.6589
VOZ,Technology,152.23,100,15223.0,238.81,1.5687
ZEQ,Communication Services,290.61,100,29061.0,556.2,1.9139
MBRQC,Consumer Cyclical,137.76,100,13776.0,160.46,1.1648
XARJ,Healthcare,271.54,100,27154.0,802.77,2.9564
OGBI,Utilities,55.86,100,5586.0,165.72,2.9668
XN,Financials,92.52,100,9252.0,205.43,2.2203
GQP,Real Estate,79.37,100,7937.0,316.94,3.9932
DZJ,Communication Services,31.71,100,3171.0,96.71,3.0498
SZZUJ,Healthcare,75.67,100,7567.0,196.94,2.6026
CYZ,Utilities,39.4,100,3940.0,132.12,3.3533
KMZ,Consumer Defensive,110.51,100,11051.0,412.71,3.7346
RLAK,Utilities,118.27,100,11827.0,618.14,5.2265
TOX,Industrials,249.94,100,24994.0,752.17,3.0094
KYMJ,Industrials,43.11,100,4311.0,43.53,1.0097
STAZY,Technology,285.07,100,28507.0,169.69,0.5952
VEQOD,Consumer Cyclical,261.2,100,26120.0,197.28,0.7553
UOL,Consumer Cyclical,240.11,100,24011.0,178.71,0.7443
URE,Financials,94.9,100,9490.0,281.06,2.9616
YCV,Healthcare,55.99,100,5599.0,50.42,0.9005
OQ,Healthcare,288.5,100,28850.0,729.52,2.5287
QOB,Consumer Cyclical,274.95,100,27495.0,450.88,1.6398
EFF,Financials,65.94,100,6594.0,185.17,2.8081
JAZHR,Healthcare,155.62,100,15562.0,436.31,2.8037
CMRD,Financials,49.76,100,4976.0,101.17,2.0332
BQT,Consumer Cyclical,256.88,100,25688.0,422.69,1.6455
BHAYP,Communication Services,128.36,100,12836.0,89.51,0.6974
SYGY,Consumer Cyclical,280.33,100,28033.0,772.31,2.755
FXCO,Industrials,189.64,100,18964.0,623.03,3.2853
GAT,Technology,111.65,100,11165.0,59.99,0.5373
IVDRO,Healthcare,239.76,100,23976.0,430.55,1.7957
KFTCV,Healthcare,235.86,100,23586.0,741.66,3.1445
YM,Industrials,278.82,100,27882.0,318.36,1.1418
DNS,Financials,111.73,100,11173.0,404.35,3.619
OTN,Financials,98.25,100,9825.0,337.22,3.4323
VBR,Financials,86.41,100,8641.0,332.35,3.8461
XVG,Industrials,121.61,100,12161.0,236.48,1.9446
WDN,Consumer Defensive,154.53,100,15453.0,448.21,2.9005
NNM,Consumer Cyclical,147.94,100,14794.0,412.03,2.7851
PWW,Energy,65.3,100,6530.0,206.8,3.1669
GAJ,Technology,82.76,100,8276.0,151.86,1.8349
BGHLL,Technology,294.95,100,29495.0,661.01,2.2411
BSIL,Technology,85.8,100,8580.0,30.58,0.3564
PQKQH,Financials,126.84,100,12684.0,550.01,4.3362
GLNAK,Technology,89.3,100,8930.0,173.24,1.94
CDB,Consumer Cyclical,278.65,100,27865.0,168.67,0.6053
OESF,Healthcare,132.07,100,13207.0,172.49,1.3061
TXZKL,Consumer Cyclical,73.98,100,7398.0,215.46,2.9124
VQM,Basic Materials,144.45,100,14445.0,381.73,2.6427
WXT,Financials,102.0,100,10200.0,335.81,3.2922
HIV,Healthcare,79.74,100,7974.0,217.78,2.7312
XEPEO,Basic Materials,55.34,100,5534.0,61.89,1.1184
YFMA,Consumer Defensive,79.7,100,7970.0,237.43,2.9791
VPCP,Industrials,141.45,100,14145.0,165.74,1.1717
NQUUZ,Consumer Cyclical,111.3,100,11130.0,194.04,1.7434
JIHSD,Communication Services,185.85,100,18585.0,228.79,1.231
MDUZO,Real Estate,107.17,100,10717.0,710.63,6.6309
LTR,Technology,263.41,100,26341.0,582.18,2.2102
HTXIK,Utilities,55.74,100,5574.0,262.57,4.7106
AEO,Industrials,71.18,100,7118.0,119.27,1.6756
NASQ,Basic Materials,72.18,100,7218.0,273.47,3.7887
ISAW,Healthcare,237.14,100,23714.0,271.13,1.1433
MLIT,Healthcare,40.82,100,4082.0,92.23,2.2595
FGP,Healthcare,312.44,100,31244.0,866.29,2.7727
DAK,Financials,67.37,100,6737.0,129.08,1.9159
AKFH,Basic Materials,81.04,100,8104.0,118.53,1.4626
ABO,Energy,224.84,100,22484.0,494.47,2.1992
IVM,Real Estate,66.53,100,6653.0,250.71,3.7684
GGNBY,Utilities,56.54,100,5654.0,223.75,3.9573
EDOG,Consumer Defensive,52.2,100,5220.0,228.06,4.369
GUZ,Basic Materials,119.96,100,11996.0,120.32,1.003
NKAE,Financials,123.11,100,12311.0,408.98,3.322
EAK,Financials,82.5,100,8250.0,304.92,3.696
YNJ,Communication Services,204.89,100,20489.0,232.17,1.1331
LQV,Communication Services,128.91,100,12891.0,172.26,1.3363
YMAY,Technology,396.56,100,39656.0,340.77,0.8593
TUUV,Financials,110.43,100,11043.0,189.43,1.7154
FEL,Industrials,286.27,100,28627.0,569.95,1.991
BJTN,Healthcare,152.62,100,15262.0,268.56,1.7597
LJSA,Utilities,47.53,100,4753.0,162.74,3.4239
HIR,Technology,233.11,100,23311.0,255.99,1.0981
HKEO,Industrials,215.9,100,21590.0,283.09,1.3112
LWTQ,Healthcare,358.73,100,35873.0,857.94,2.3916
FLF,Technology,301.88,100,30188.0,374.69,1.2412
TLR,Healthcare,235.82,100,23582.0,379.13,1.6077
OKV,Technology,91.05,100,9105.0,33.09,0.3634
LHB,Financials,155.42,100,15542.0,515.75,3.3184
DR,Industrials,256.8,100,25680.0,756.77,2.9469
RMX,Healthcare,49.47,100,4947.0,87.59,1.7706
XLI,Communication Services,197.71,100,19771.0,246.22,1.2453
XHDZG,Industrials,146.81,100,14681.0,307.21,2.0926
SP,Communication Services,106.77,100,10677.0,99.83,0.935
RYI,Financials,29.7,100,2970.0,121.73,4.0985
TOE,Consumer Cyclical,338.27,100,33827.0,887.77,2.6244
WPM,Industrials,107.85,100,10785.0,198.56,1.8411
WLD,Healthcare,189.86,100,18986.0,247.32,1.3027
BYP,Healthcare,69.02,100,6902.0,239.24,3.4663
NWQ,Basic Materials,65.97,100,6597.0,204.12,3.0942
EJFY,Consumer Defensive,188.05,100,18805.0,595.36,3.1659
OGKCB,Technology,435.69,100,43569.0,169.71,0.3895
MBTW,Industrials,162.53,100,16253.0,539.86,3.3216
JEZ,Basic Materials,185.63,100,18563.0,200.16,1.0783
XGIU,Technology,228.46,100,22846.0,319.58,1.3988
ZWIJ,Basic Materials,132.24,100,13224.0,458.25,3.4653
ICP,Technology,278.55,100,27855.0,330.49,1.1865
AHFT,Energy,129.63,100,12963.0,264.89,2.0434
CMQ,Communication Services,261.42,100,26142.0,992.11,3.7951
TWJ,Consumer Cyclical,192.26,100,19226.0,543.59,2.8274
IAEH,Utilities,114.12,100,11412.0,433.73,3.8006
UQDPY,Technology,267.17,100,26717.0,212.49,0.7953
GBR,Consumer Cyclical,242.43,100,24243.0,418.42,1.726
TWA,Utilities,82.6,100,8260.0,217.55,2.6338
XLAM,Real Estate,51.37,100,5137.0,228.07,4.4397
VKX,Healthcare,254.53,100,25453.0,395.64,1.5544
FSVO,Basic Materials,117.83,100,11783.0,302.06,2.5635
RVR,Consumer Cyclical,108.47,100,10847.0,291.7,2.6893
HSTE,Healthcare,153.96,100,15396.0,212.41,1.3796
HUIU,Consumer Cyclical,343.48,100,34348.0,791.43,2.3041
DNF,Technology,377.66,100,37766.0,392.67,1.0398
UKKP,Healthcare,377.04,100,37704.0,832.22,2.2073
AUT,Industrials,79.73,100,7973.0,83.26,1.0443
STTN,Healthcare,342.38,100,34238.0,306.53,0.8953
YUFH,Technology,415.14,100,41514.0,680.12,1.6383
WKNO,Financials,116.47,100,11647.0,543.7,4.6682
BAN,Financials,172.13,100,17213.0,554.12,3.2192
VDLZL,Consumer Cyclical,133.45,100,13345.0,188.23,1.4105
AWHVV,Financials,82.21,100,8221.0,303.42,3.6908
GQQG,Technology,331.62,100,33162.0,755.18,2.2772
BDD,Real Estate,139.88,100,13988.0,943.14,6.7425
ZMU,Technology,113.69,100,11369.0,232.03,2.0409
SQDD,Technology,172.27,100,17227.0,207.79,1.2062
LWAFD,Consumer Cyclical,256.05,100,25605.0,657.56,2.5681
NFI,Industrials,221.76,100,22176.0,269.89,1.2171
HTV,Consumer Cyclical,47.07,100,4707.0,127.95,2.7182
PYFN,Consumer Defensive,116.47,100,11647.0,270.98,2.3266
XLTX,Technology,420.82,100,42082.0,733.92,1.744
VQMG,Consumer Cyclical,300.33,100,30033.0,899.01,2.9934
QQGXT,Industrials,285.43,100,28543.0,475.18,1.6648
GVEM,Financials,108.5,100,10850.0,445.51,4.1061
KRAG,Technology,245.33,100,24533.0,388.89,1.5852
EZLK,Technology,195.1,100,19510.0,157.63,0.808
FAQ,Technology,193.25,100,19325.0,204.25,1.0569
DJCU,Healthcare,115.01,100,11501.0,153.46,1.3344
CRA,Healthcare,345.33,100,34533.0,785.98,2.276
TTFD,Industrials,200.59,100,20059.0,213.24,1.063
ZFN,Utilities,96.53,100,9653.0,508.97,5.2726
MIE,Technology,120.79,100,12079.0,279.05,2.3102
ZME,Technology,103.02,100,10302.0,135.66,1.3168
QNX,Utilities,61.97,100,6197.0,228.89,3.6936
WBI,Real Estate,65.39,100,6539.0,348.45,5.3287
EDE,Basic Materials,110.05,100,11005.0,265.99,2.417
CXL,Healthcare,74.97,100,7497.0,208.12,2.7761
EYC,Financials,71.67,100,7167.0,130.95,1.8271
BFE,Basic Materials,59.82,100,5982.0,201.47,3.368
DTPUF,Healthcare,364.1,100,36410.0,911.9,2.5045
MKLT,Technology,333.92,100,33392.0,288.39,0.8637
DFVQ,Consumer Defensive,225.04,100,22504.0,1000.94,4.4478
DFLCO,Consumer Cyclical,261.57,100,26157.0,686.14,2.6232
BGD,Consumer Defensive,74.57,100,7457.0,219.21,2.9396
JJGT,Financials,133.5,100,13350.0,445.54,3.3373
ISNVV,Healthcare,251.74,100,25174.0,778.54,3.0926
SSJ,Industrials,274.18,100,27418.0,684.94,2.4981
OQHI,Technology,111.1,100,11110.0,246.72,2.2207
RKOQ,Consumer Defensive,181.33,100,18133.0,341.03,1.8807
WMGE,Real Estate,56.65,100,5665.0,239.4,4.2259
QCQ,Consumer Defensive,203.68,100,20368.0,307.47,1.5096
ITUJK,Consumer Cyclical,309.52,100,30952.0,318.04,1.0275
SYDQT,Communication Services,188.96,100,18896.0,439.3,2.3248
XR,Technology,391.95,100,39195.0,560.77,1.4307
PJAN,Consumer Defensive,215.06,100,21506.0,909.97,4.2313
EUW,Industrials,234.86,100,23486.0,526.21,2.2405
KIF,Healthcare,200.49,100,20049.0,520.51,2.5962
GJJ,Healthcare,367.45,100,36745.0,1230.53,3.3488
EKP,Financials,57.72,100,5772.0,219.69,3.8061
FRMG,Financials,106.57,100,10657.0,372.19,3.4925
GKOU,Real Estate,91.63,100,9163.0,366.3,3.9976
GSXB,Technology,78.14,100,7814.0,157.14,2.011
STG,Technology,116.16,100,11616.0,53.76,0.4628
DVA,Real Estate,86.7,100,8670.0,381.87,4.4045
OIS,Energy,108.19,100,10819.0,450.3,4.1622
HOEQ,Technology,128.16,100,12816.0,263.4,2.0552
LO,Energy,145.89,100,14589.0,515.99,3.5368
BFLO,Consumer Cyclical,206.85,100,20685.0,192.92,0.9327
YKSRI,Technology,425.5,100,42550.0,222.31,0.5225
LE,Healthcare,250.84,100,25084.0,681.74,2.7178
WVLD,Technology,338.03,100,33803.0,529.3,1.5658
IGD,Utilities,59.35,100,5935.0,151.81,2.5578
FAZX,Technology,210.85,100,21085.0,368.98,1.75
LCEHM,Technology,383.26,100,38326.0,188.02,0.4906
XSVC,Energy,77.21,100,7721.0,203.32,2.6334
NJL,Consumer Cyclical,301.84,100,30184.0,292.8,0.9701
PHRG,Consumer Cyclical,123.61,100,12361.0,147.53,1.1935
YUF,Basic Materials,104.62,100,10462.0,242.16,2.3147
TYRQ,Healthcare,163.6,100,16360.0,251.86,1.5395
KXP,Utilities,60.54,100,6054.0,269.43,4.4504
GBH,Basic Materials,105.07,100,10507.0,403.62,3.8415
NDK,Energy,72.63,100,7263.0,164.78,2.2687
UWJ,Financials,197.15,100,19715.0,876.05,4.4436
JSDZ,Consumer Cyclical,148.04,100,14804.0,270.43,1.8267
PQRY,Basic Materials,93.17,100,9317.0,250.65,2.6903
ZHPD,Financials,187.7,100,18770.0,917.69,4.8891
LHBL,Utilities,56.9,100,5690.0,257.1,4.5185
AAV,Technology,225.42,100,22542.0,456.0,2.0229
DTS,Financials,47.75,100,4775.0,200.04,4.1892
TAPL,Financials,180.31,100,18031.0,573.49,3.1806
LA,Technology,425.32,100,42532.0,980.19,2.3046
FSP,Technology,437.33,100,43733.0,915.94,2.0944
JLLR,Technology,435.12,100,43512.0,891.6,2.0491
XRRA,Utilities,56.41,100,5641.0,301.16,5.3388
ZZED,Industrials,223.61,100,22361.0,401.03,1.7934
BYY,Financials,162.66,100,16266.0,744.29,4.5757
UOCB,Technology,314.73,100,31473.0,635.76,2.02
VIE,Healthcare,43.77,100,4377.0,96.35,2.2014
FPAX,Energy,143.9,100,14390.0,752.94,5.2324
KLCB,Technology,315.24,100,31524.0,284.05,0.9011
LRZ,Technology,362.48,100,36248.0,807.1,2.2266
WJBAR,Energy,117.53,100,11753.0,285.37,2.428
HQRGS,Industrials,49.7,100,4970.0,127.91,2.5736
JRSFF,Consumer Cyclical,203.42,100,20342.0,402.55,1.9789
AFCK,Financials,123.71,100,12371.0,220.1,1.7792
GVUJX,Technology,272.4,100,27240.0,381.1,1.3991
KJYI,Basic Materials,142.8,100,14280.0,367.02,2.5702
CSM,Consumer Cyclical,54.48,100,5448.0,88.21,1.6191
GAI,Healthcare,250.44,100,25044.0,660.96,2.6392
